activity,case_id,lifecycle,resource,timestamp,case:Company,case:Document Type,case:GR-Based Inv. Verif.,case:Goods Receipt,case:Item,case:Item Category,case:Item Type,case:Name,case:Purch. Doc. Category name,case:Purchasing Document,case:Source,case:Spend area text,case:Spend classification text,case:Sub spend area text,case:Vendor,case:concept:name,event:Cumulative net worth (EUR),event:User
Vendor creates invoice,2000000004_00001,,NONE,2018-01-08T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000004,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000004_00001,166.0,NONE
Record Goods Receipt,2000000004_00001,,user_000,2018-01-12T13:13:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000004,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000004_00001,166.0,user_000
Record Invoice Receipt,2000000004_00001,,batch_00,2018-03-05T15:30:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000004,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000004_00001,166.0,batch_00
Clear Invoice,2000000004_00001,,user_002,2018-03-29T13:06:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000004,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000004_00001,166.0,user_002
SRM: Created,2000000005_00001,,batch_00,2018-01-08T09:08:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,batch_00
SRM: Complete,2000000005_00001,,batch_00,2018-01-08T10:08:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,batch_00
SRM: Awaiting Approval,2000000005_00001,,batch_00,2018-01-08T10:08:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,batch_00
SRM: Document Completed,2000000005_00001,,batch_00,2018-01-08T10:08:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,batch_00
SRM: In Transfer to Execution Syst.,2000000005_00001,,batch_00,2018-01-08T10:09:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,batch_00
SRM: Ordered,2000000005_00001,,batch_00,2018-01-08T10:09:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,batch_00
Create Purchase Order Item,2000000005_00001,,user_000,2018-01-08T10:09:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,user_000
SRM: Change was Transmitted,2000000005_00001,,batch_00,2018-01-08T10:09:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,batch_00
Vendor creates invoice,2000000005_00001,,NONE,2018-01-08T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,NONE
Vendor creates debit memo,2000000005_00001,,NONE,2018-01-08T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,NONE
Record Goods Receipt,2000000005_00001,,user_000,2018-01-19T08:09:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,user_000
Record Invoice Receipt,2000000005_00001,,user_006,2018-04-03T04:26:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,user_006
Clear Invoice,2000000005_00001,,user_002,2018-04-05T13:51:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,user_002
Cancel Invoice Receipt,2000000005_00001,,user_007,2018-08-02T07:15:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,user_007
Record Invoice Receipt,2000000005_00001,,user_007,2018-08-02T07:17:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,user_007
Clear Invoice,2000000005_00001,,user_007,2018-08-02T07:19:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00001,433.0,user_007
SRM: Created,2000000005_00002,,batch_00,2018-01-08T09:08:00+00:00,companyID_0000,EC Purchase order,True,True,00002,"3-way match, invoice after GR",Service,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00002,86.0,batch_00
SRM: Complete,2000000005_00002,,batch_00,2018-01-08T10:08:00+00:00,companyID_0000,EC Purchase order,True,True,00002,"3-way match, invoice after GR",Service,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00002,86.0,batch_00
SRM: Awaiting Approval,2000000005_00002,,batch_00,2018-01-08T10:08:00+00:00,companyID_0000,EC Purchase order,True,True,00002,"3-way match, invoice after GR",Service,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00002,86.0,batch_00
SRM: Document Completed,2000000005_00002,,batch_00,2018-01-08T10:08:00+00:00,companyID_0000,EC Purchase order,True,True,00002,"3-way match, invoice after GR",Service,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00002,86.0,batch_00
SRM: In Transfer to Execution Syst.,2000000005_00002,,batch_00,2018-01-08T10:09:00+00:00,companyID_0000,EC Purchase order,True,True,00002,"3-way match, invoice after GR",Service,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00002,86.0,batch_00
SRM: Ordered,2000000005_00002,,batch_00,2018-01-08T10:09:00+00:00,companyID_0000,EC Purchase order,True,True,00002,"3-way match, invoice after GR",Service,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00002,86.0,batch_00
Create Purchase Order Item,2000000005_00002,,user_000,2018-01-08T10:09:00+00:00,companyID_0000,EC Purchase order,True,True,00002,"3-way match, invoice after GR",Service,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00002,86.0,user_000
SRM: Change was Transmitted,2000000005_00002,,batch_00,2018-01-08T10:09:00+00:00,companyID_0000,EC Purchase order,True,True,00002,"3-way match, invoice after GR",Service,vendor_0004,Purchase order,2000000005,sourceSystemID_0000,Workforce Services,NPR,HR Services,vendorID_0004,2000000005_00002,86.0,batch_00
SRM: Created,2000000006_00001,,batch_00,2018-01-08T10:33:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,batch_00
SRM: Complete,2000000006_00001,,batch_00,2018-01-08T11:33:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,batch_00
SRM: Awaiting Approval,2000000006_00001,,batch_00,2018-01-08T11:33:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,batch_00
SRM: Document Completed,2000000006_00001,,batch_00,2018-01-08T11:33:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,batch_00
SRM: In Transfer to Execution Syst.,2000000006_00001,,batch_00,2018-01-08T11:33:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,batch_00
SRM: Ordered,2000000006_00001,,batch_00,2018-01-08T11:33:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,batch_00
SRM: Change was Transmitted,2000000006_00001,,batch_00,2018-01-08T11:33:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,batch_00
Create Purchase Order Item,2000000006_00001,,user_000,2018-01-08T11:33:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,user_000
Vendor creates invoice,2000000006_00001,,NONE,2018-01-08T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,NONE
Record Goods Receipt,2000000006_00001,,user_000,2018-01-09T09:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,user_000
Record Service Entry Sheet,2000000006_00001,,NONE,2018-01-09T09:04:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,NONE
Record Invoice Receipt,2000000006_00001,,user_007,2018-01-09T11:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,user_007
Clear Invoice,2000000006_00001,,user_002,2018-02-23T11:14:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,user_002
SRM: In Transfer to Execution Syst.,2000000006_00001,,user_003,2019-01-17T10:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,user_003
Change Delivery Indicator,2000000006_00001,,user_000,2019-01-17T10:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0005,Purchase order,2000000006,sourceSystemID_0000,Marketing,NPR,Advertising,vendorID_0005,2000000006_00001,37819.0,user_000
SRM: Created,2000000007_00001,,batch_00,2018-01-08T12:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,batch_00
SRM: Complete,2000000007_00001,,batch_00,2018-01-08T13:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,batch_00
SRM: Awaiting Approval,2000000007_00001,,batch_00,2018-01-08T13:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,batch_00
SRM: Document Completed,2000000007_00001,,batch_00,2018-01-08T13:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,batch_00
SRM: In Transfer to Execution Syst.,2000000007_00001,,batch_00,2018-01-08T13:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,batch_00
SRM: Ordered,2000000007_00001,,batch_00,2018-01-08T13:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,batch_00
SRM: Change was Transmitted,2000000007_00001,,batch_00,2018-01-08T13:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,batch_00
Create Purchase Order Item,2000000007_00001,,user_000,2018-01-08T13:12:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,user_000
Vendor creates invoice,2000000007_00001,,NONE,2018-01-08T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,NONE
Record Invoice Receipt,2000000007_00001,,user_008,2018-01-17T08:11:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,user_008
Record Goods Receipt,2000000007_00001,,user_000,2018-02-21T12:53:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,user_000
Remove Payment Block,2000000007_00001,,user_006,2018-02-21T12:55:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,user_006
Clear Invoice,2000000007_00001,,user_005,2018-03-08T12:22:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0006,Purchase order,2000000007,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0006,2000000007_00001,3227.0,user_005
SRM: Created,2000000008_00001,,batch_00,2018-01-08T14:36:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000008,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000008_00001,18186.0,batch_00
SRM: Complete,2000000008_00001,,batch_00,2018-01-08T15:36:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000008,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000008_00001,18186.0,batch_00
